Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
701406,MESSINA AVENUE,Kilburn,NW6 4LD,O/S NO 30,35/18,42,Generic LED Lighting,Lighting Column,600,No,525127,184195,-0.197012,51.542793,POINT (-0.197012 51.542793),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
704418,HIGHGATE ROAD,Kentish Town,NW5 1PA,OPPOSITE 44,35/18,60,Generic LED Lighting,Lighting Column,800,No,528768,185523,-0.144051,51.553909,POINT (-0.144051 51.553909),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
705515,MAITLAND PARK ROAD,Haverstock,NW3 2HD,O/S 93-100,35/18,42,Generic LED Lighting,Lighting Column,600,No,528010,184926,-0.155195,51.548716,POINT (-0.155195 51.548716),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
701201,GREVILLE PLACE,Kilburn,NW6 5JP,O/S 1,35/18,50,Generic LED Lighting,Lighting Column,600,No,525799,183369,-0.187622,51.53522,POINT (-0.187622 51.53522),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
708024,EVERSHOLT STREET,Regent's Park,NW1 1NH,FRONT NO 235,35/18,152,Generic LED Lighting,Lighting Column,1000,No,529285,183249,-0.137433,51.533355,POINT (-0.137433 51.533355),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
707297,COLLEGE GROVE,Camden Town with Primrose Hill,NW1 0TH,1 ST FROM ROYAL COLLEGE STREET,35/18,21,Generic LED Lighting,Lighting Column,500,No,529466,183724,-0.13465,51.537582,POINT (-0.13465 51.537582),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
7011057,AVENUE ROAD,Swiss Cottage,NW3 3AQ,BY ENTRANCE TO SCHOOL,35/18,102,Generic LED Lighting,Lighting Column,800,No,526824,184055,-0.172605,51.541156,POINT (-0.172605 51.541156),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
70579,ROSEMONT ROAD,West Hampstead,NW3 6DY,S/O NOS. 1-15,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,400,No,525988,184934,-0.184338,51.549243,POINT (-0.184338 51.549243),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
707884,CHALTON STREET,St Pancras and Somers Town,NW1 1JH,OPP 5,35/18,31,Generic LED Lighting,Lighting Column,800,No,529888,182733,-0.128934,51.528579,POINT (-0.128934 51.528579),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
570588,HILLWAY,Highgate,N6 6QL,,35/18,39,Generic LED Lighting,Wall Light,,,528400,186419,-0.149029,51.562045,POINT (-0.149029 51.562045),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
707497,ROUSDEN STREET,Cantelowes,NW1 0ST,O/S 23,35/18,56,Generic LED Lighting,Lighting Column,600,No,529249,184214,-0.137598,51.542036,POINT (-0.137598 51.542036),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
70972,CLEVE ROAD,West Hampstead,NW6 3RR,S/O NO. 10,35/18,48,Generic LED Lighting,Lighting Column,600,No,525549,184364,-0.19087,51.544218,POINT (-0.19087 51.544218),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
7011155,TOTTENHAM COURT ROAD,Bloomsbury,W1T 2HB,O/S NO 69,35/18,250,High Pressure Sodium,Lighting Column,800,No,529540,181816,-0.134285,51.520418,POINT (-0.134285 51.520418),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
7065,ARIEL ROAD,West Hampstead,NW6 2DY,S/O NO. 14,35/18,36,Generic LED Lighting,Lighting Column,500,No,525038,184726,-0.198106,51.547585,POINT (-0.198106 51.547585),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
70568,RONDU ROAD,Fortune Green,NW2 3EY,2 ND IN FROM CRICKLEWOOD BROAD,35/18,42,Generic LED Lighting,Lighting Column,600,No,524143,185347,-0.210788,51.553363,POINT (-0.210788 51.553363),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
702182,LYNDHURST GARDENS,Frognal and Fitzjohns,NW3 5NS,OPP NO 18/20,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,526905,185135,-0.171048,51.550844,POINT (-0.171048 51.550844),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
570721,NEAL'S YARD,Holborn and Covent Garden,WC2H 9AW,,35/18,39,Generic LED Lighting,Wall Light,,,530123,181151,-0.126133,51.514308,POINT (-0.126133 51.514308),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
7011672,THEOBALD'S ROAD,Holborn and Covent Garden,WC1X 8SP,O/S 67,35/18,106,Generic LED Lighting,Lighting Column,800,Yes,530601,181789,-0.119012,51.519932,POINT (-0.119012 51.519932),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
708237,POLYGON ROAD,St Pancras and Somers Town,NW1 1QP,O/S SCHOOL,35/18,21,Generic LED Lighting,Lighting Column,600,No,529581,183052,-0.13324,51.531517,POINT (-0.13324 51.531517),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
704877,SWAIN'S LANE,Highgate,N6 6PL,OPPOSITE LONDON CEMETERY,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,528559,186948,-0.146543,51.566763,POINT (-0.146543 51.566763),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
705988,JEFFREY'S STREET,Camden Town with Primrose Hill,NW1 9PT,S/O NO. 174,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,400,No,528965,184286,-0.141664,51.542747,POINT (-0.141664 51.542747),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
707390,MARQUIS ROAD,Cantelowes,NW1 9UA,OUTSIDE GRANGEFIELD,35/18,50,Generic LED Lighting,Lighting Column,800,No,529993,184413,-0.126802,51.543653,POINT (-0.126802 51.543653),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
707258,CANTELOWES ROAD,Cantelowes,NW1 9BX,OPPOSITE ABINGDON CLOSE,35/18,86,Generic LED Lighting,Lighting Column,800,No,529666,184677,-0.131417,51.546101,POINT (-0.131417 51.546101),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
704238,DARTMOUTH PARK AVENUE,Highgate,NW5 1JN,BY NO.60 -70,35/18,29,Generic LED Lighting,Lighting Column,600,No,528886,186383,-0.142035,51.561611,POINT (-0.142035 51.561611),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
7010931,RUGBY STREET,Holborn and Covent Garden,WC1N 3EB,O/S NO 4,35/18,29,Generic LED Lighting,Lighting Column,500,No,530728,182039,-0.11709,51.522149,POINT (-0.11709 51.522149),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
706244,PATSHULL ROAD,Cantelowes,NW5 2LE,FRONT OF N 55,35/18,90,Cosmopolis,Lighting Column,800,No,529200,184778,-0.138097,51.547115,POINT (-0.138097 51.547115),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
708435,FITZROY STREET,Bloomsbury,W1T 4BN,J/W MAPLE ST O/S NO 18-24,35/18,51,Generic LED Lighting,Lighting Column,800,No,529247,182000,-0.138439,51.522139,POINT (-0.138439 51.522139),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
703469,BELSIZE LANE,Frognal and Fitzjohns,NW3 5AU,O/S NO 71,35/18,44,Generic LED Lighting,Lighting Column,600,Yes,526752,184775,-0.173383,51.547643,POINT (-0.173383 51.547643),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
704152,CHESTER ROAD,Highgate,N19 5DH,ON LC 5,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,600,No,528679,186611,-0.144936,51.563707,POINT (-0.144936 51.563707),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
701052,FAIRHAZEL GARDENS,Swiss Cottage,NW6 3EB,SIDE OF 40,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,526046,184447,-0.183677,51.544853,POINT (-0.183677 51.544853),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
70438,MEDLEY ROAD,West Hampstead,NW6 2HJ,S/O NO. 2,35/18,21,Generic LED Lighting,Lighting Column,500,No,525273,184685,-0.194734,51.547164,POINT (-0.194734 51.547164),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
708395,FITZROY SQUARE,Bloomsbury,W1T 6BU,O/S NO 15,35/18,23,Generic LED Lighting,Lighting Column,800,No,529106,182123,-0.140425,51.523277,POINT (-0.140425 51.523277),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
7010796,NEWMAN'S ROW,Holborn and Covent Garden,WC2A 3TL,AT ELECTRIC VEHICLE RECHARGING POINT & PUBLIC TOILETS,35/18,44,Generic LED Lighting,Lighting Column,400,Yes,530864,181448,-0.11535,51.516806,POINT (-0.11535 51.516806),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
70433,MAYGROVE ROAD,Fortune Green,NW6 2EP,OPP. NO. 75,35/18,50,Generic LED Lighting,Lighting Column,800,No,525067,184768,-0.197673,51.547956,POINT (-0.197673 51.547956),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
707922,CLARENCE PASSAGE,St Pancras and Somers Town,N1C 4AL,S/O THE GYMNASIUM,35/18,90,Cosmopolis,Lighting Column,800,No,530088,183152,-0.125898,51.532299,POINT (-0.125898 51.532299),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
708283,WERRINGTON STREET,St Pancras and Somers Town,NW1 1SS,J/W PHOENIX RD,35/18,60,Cosmopolis,Lighting Column,600,No,529608,182951,-0.132888,51.530603,POINT (-0.132888 51.530603),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
707508,ROYAL COLLEGE STREET,Camden Town with Primrose Hill,NW1 0SE,O/S NO 141,Continuous,15,LED Belisha Beacons (Undimmed),Lighting Column,300,No,529364,183872,-0.136066,51.538936,POINT (-0.136066 51.538936),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
709614,BEDFORD AVENUE,Bloomsbury,WC1B 3AS,OPP 101-121 BEDFORD CT MANS,35/18,13,Generic LED Lighting,Lighting Column,600,No,529865,181565,-0.129696,51.518088,POINT (-0.129696 51.518088),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
706723,MARY TERRACE,Regent's Park,NW1 7LR,3RD FROM ARLINGTON ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,528997,183583,-0.141461,51.536422,POINT (-0.141461 51.536422),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
709251,GUILFORD STREET,Holborn and Covent Garden,WC1N 2AB,OPP N 9,35/18,56,Generic LED Lighting,Lighting Column,800,No,530700,182251,-0.117414,51.524061,POINT (-0.117414 51.524061),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
703547,BELSIZE SQUARE,Belsize,NW3 4HY,OPP NO 7,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,526940,184734,-0.170688,51.547232,POINT (-0.170688 51.547232),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
70814,BELSIZE ROAD,Swiss Cottage,NW6 4HB,OPP. PUB,35/18,48,Generic LED Lighting,Lighting Column,800,No,526358,184149,-0.179287,51.542105,POINT (-0.179287 51.542105),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
707247,CAMDEN STREET,Camden Town with Primrose Hill,NW1 9PF,S/O NO. 140,35/18,110,Generic LED Lighting,Lighting Column,800,No,529065,184106,-0.140289,51.541107,POINT (-0.140289 51.541107),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
704287,FALKLAND PLACE,Kentish Town,NW5 2TH,S/O NO 1 LEVERTON PL,35/18,39,Generic LED Lighting,Lighting Column,500,Yes,529026,185239,-0.140436,51.551298,POINT (-0.140436 51.551298),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
707302,COLLEGE PLACE,Camden Town with Primrose Hill,NW1 0DL,FRONT OF N 90,35/18,60,Cosmopolis,Lighting Column,600,No,529311,183845,-0.13684,51.538705,POINT (-0.13684 51.538705),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
703613,ELSWORTHY RISE,Swiss Cottage,NW3 3DL,S/O NO 22 ELSWORTHY ROAD,35/18,25,Generic LED Lighting,Lighting Column,600,No,527396,184119,-0.164338,51.541603,POINT (-0.164338 51.541603),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
702717,FOOTPATH FROM EAST HEATH ROAD TO VALE OF HEATH,Hampstead Town,NW3 1AU,FOOTPATH FROM EAST HEATH ROAD TO VALE OF HEATH,35/18,100,High Pressure Sodium,Lighting Column,500,Yes,526593,186518,-0.175048,51.563343,POINT (-0.175048 51.563343),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
708260,STARCROSS STREET,Regent's Park,NW1 2LY,OPP 204A,35/18,42,Generic LED Lighting,Lighting Column,600,No,529295,182594,-0.137529,51.527466,POINT (-0.137529 51.527466),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
701865,DALEHAM GARDENS,Frognal and Fitzjohns,NW3 5DA,O/S NO 8,35/18,42,Generic LED Lighting,Lighting Column,600,No,526706,184811,-0.174033,51.547977,POINT (-0.174033 51.547977),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
705303,HARMOOD STREET,Haverstock,NW1 8DN,O/S NO 11,35/18,60,Generic LED Lighting,Lighting Column,800,No,528552,184347,-0.147594,51.54339,POINT (-0.147594 51.54339),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
70686,WESTBERE ROAD,Fortune Green,NW2 3RD,S/O NO 28 MINSTER RD,Continuous,70,High Pressure Sodium,Lighting Column,600,No,524507,185303,-0.205556,51.552887,POINT (-0.205556 51.552887),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
707506,ROYAL COLLEGE STREET,Cantelowes,NW1 9LZ,AT J/W REED'S PLACE,Continuous,15,LED Belisha Beacons (Undimmed),Lighting Column,300,No,529052,184428,-0.140358,51.544004,POINT (-0.140358 51.544004),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
702634,CRESSY ROAD,Gospel Oak,NW3 2PA,J/W AGINCOURT RD,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,527593,185565,-0.160974,51.554553,POINT (-0.160974 51.554553),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
707819,CAMLEY STREET,St Pancras and Somers Town,NW1 9RE,OPP PUB,35/18,34,LED Street Lights,Lighting Column,600,No,529658,184322,-0.131663,51.542912,POINT (-0.131663 51.542912),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
706718,MANLEY STREET,Camden Town with Primrose Hill,NW1 8TR,NEAR N 16,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,528128,183903,-0.153867,51.539496,POINT (-0.153867 51.539496),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
702691,EAST HEATH ROAD,Highgate,NW3 1BS,BY HEATH,35/18,93,Generic LED Lighting,Lighting Column,800,No,526654,186247,-0.174266,51.560894,POINT (-0.174266 51.560894),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
70393,LYMINGTON ROAD,West Hampstead,NW6 1JD,OPP. NO.'S 1-19,35/18,65,Generic LED Lighting,Lighting Column,800,No,525883,185035,-0.185816,51.550174,POINT (-0.185816 51.550174),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
705822,BARTHOLOMEW ROAD,Kentish Town,NW5 2DN,S/O NO. 74,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,400,No,529411,184933,-0.134999,51.54846,POINT (-0.134999 51.54846),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
70801,BELSIZE ROAD,Kilburn,NW6 4TG,O/S 46,35/18,83,Generic LED Lighting,Lighting Column,800,No,526294,184094,-0.180229,51.541625,POINT (-0.180229 51.541625),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
704758,RONA ROAD,Gospel Oak,NW3 2HY,OUTSIDE 9,35/18,21,Generic LED Lighting,Lighting Column,600,No,528085,185606,-0.153867,51.55481,POINT (-0.153867 51.55481),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
703060,NORTH END WAY,Hampstead Town,NW3 7ER,NEAR T JUNCTON,35/18,140,Cosmopolis,Lighting Column,1000,No,526263,186396,-0.17985,51.56232,POINT (-0.17985 51.56232),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
90152,CHALK FARM ROAD,Haverstock,NW1 8AH,,35/18,16,LED Street Lights,Uplighter,0,,528494,184271,-0.148458,51.54272,POINT (-0.148458 51.54272),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
7011804,MILLMAN STREET,Holborn and Covent Garden,WC1N 3EQ,O/S NUMBER 38,35/18,29,Generic LED Lighting,Lighting Column,,No,530692,182128,-0.117575,51.522957,POINT (-0.117575 51.522957),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
70217,FORTUNE GREEN ROAD,Fortune Green,NW6 1DR,O/S 79,35/18,56,Generic LED Lighting,Lighting Column,800,No,525147,185787,-0.196158,51.557096,POINT (-0.196158 51.557096),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
705130,CHALK FARM ROAD,Camden Town with Primrose Hill,NW1 8HB,UHDER BRIDGE,35/18,30,Generic LED Lighting,Lighting Column,600,No,528669,184170,-0.145973,51.541772,POINT (-0.145973 51.541772),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
709003,BRUNSWICK SQUARE,King's Cross,WC1N 1AW,BY BERNARD ST,35/18,90,Cosmopolis,Lighting Column,800,No,530357,182209,-0.122371,51.523762,POINT (-0.122371 51.523762),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
706719,MANLEY STREET,Camden Town with Primrose Hill,NW1 8LT,OPP N 10,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,528136,183916,-0.153747,51.539611,POINT (-0.153747 51.539611),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
